#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NC_009657.1          -         result               -          cm        1      295        1      293      +    no    1 0.42   0.0  267.3   1.9e-67 !   Scotophilus bat coronavirus 512, complete genome
KT368898.1           -         result               -          cm        1      295        1      292      +    no    1 0.42   0.1  219.1   1.4e-54 !   Camel alphacoronavirus isolate camel/Jeddah/N38/2014, complete genome
KT368897.1           -         result               -          cm        1      295        1      292      +    no    1 0.42   0.1  219.1   1.4e-54 !   Camel alphacoronavirus isolate camel/Jeddah/O100/2014, complete genome
KT368896.1           -         result               -          cm        1      295        1      292      +    no    1 0.42   0.1  219.1   1.4e-54 !   Camel alphacoronavirus isolate camel/Jeddah/O47(a)/2014, complete genome
KT368895.1           -         result               -          cm        1      295        1      292      +    no    1 0.42   0.1  219.1   1.4e-54 !   Camel alphacoronavirus isolate camel/Jeddah/O23(a)/2014, complete genome
KT368894.1           -         result               -          cm        1      295        1      292      +    no    1 0.42   0.1  219.1   1.4e-54 !   Camel alphacoronavirus isolate camel/Jeddah/Jd63/2014, complete genome
KT368893.1           -         result               -          cm        1      295        1      292      +    no    1 0.42   0.1  219.1   1.4e-54 !   Camel alphacoronavirus isolate camel/Jeddah/Jd55/2014, complete genome
KT368892.1           -         result               -          cm        1      295        1      292      +    no    1 0.42   0.1  219.1   1.4e-54 !   Camel alphacoronavirus isolate camel/Jeddah/Jd29/2014, complete genome
KT368903.1           -         result               -          cm        1      295        1      292      +    no    1 0.41   0.2  219.1   1.5e-54 !   Camel alphacoronavirus isolate camel/Jeddah/D38(a)/2014, complete genome
NC_005831.2          -         result               -          cm        3      295        1      286      +    5'    2 0.35   9.3  219.0   1.5e-54 !   Human Coronavirus NL63, complete genome
AY567487.2           -         result               -          cm        3      295        1      286      +    5'    2 0.35   9.3  219.0   1.5e-54 !   Human Coronavirus NL63, complete genome
MK334043.1           -         result               -          cm        7      295        1      282      +    5'    2 0.36   7.3  218.9   1.6e-54 !   Human coronavirus NL63 strain ChinaGD02, complete genome
LT898431.1           -         result               -          cm       25      295        1      269      +    5'    2 0.48   0.0  218.7   1.9e-54 !   Porcine epidemic diarrhea virus isolate PEDV_GER_L00918-K17_14-01_2014 genome assembly, complete genome: monopartite
LT898421.1           -         result               -          cm       25      295        1      269      +    5'    2 0.48   0.0  218.7   1.9e-54 !   Porcine epidemic diarrhea virus isolate PEDV_GER_L00919-K17_14-02_2014 genome assembly, complete genome: monopartite
KU893871.1           -         result               -          cm       25      295        1      269      +    5'    2 0.48   0.0  218.7   1.9e-54 !   Porcine epidemic diarrhea virus strain PC22A-P100-C6, complete genome
LT905451.1           -         result               -          cm       26      295        1      267      +    5'    2 0.48   0.0  218.5   2.1e-54 !   Porcine epidemic diarrhea virus isolate CV777 genome assembly, complete genome: monopartite
LT900502.1           -         result               -          cm       24      295        1      270      +    5'    2 0.48   0.0  218.4   2.2e-54 !   Porcine epidemic diarrhea virus isolate PEDV_AUSTRIA_L01062-M10_15-01_2015 genome assembly, complete genome: monopartite
KU893869.1           -         result               -          cm       24      295        1      270      +    5'    2 0.48   0.0  218.4   2.2e-54 !   Porcine epidemic diarrhea virus strain PC22A-P95-13, complete genome
KU569509.1           -         result               -          cm       24      295        1      270      +    5'    2 0.48   0.0  218.4   2.2e-54 !   Porcine epidemic diarrhea virus strain COL/Cundinamarca/2014 from Colombia, complete genome
KR078299.1           -         result               -          cm       24      295        1      270      +    5'    2 0.48   0.0  218.4   2.2e-54 !   Porcine epidemic diarrhea virus strain PC21A, complete genome
KY554970.1           -         result               -          cm       16      295        1      273      +    5'    2 0.37   3.8  218.2   2.5e-54 !   Human coronavirus NL63 strain N07-324B_182X, complete genome
MK334044.1           -         result               -          cm        7      295        1      282      +    5'    2 0.35   7.7  218.2   2.5e-54 !   Human coronavirus NL63 strain ChinaGD03, complete genome
LT898409.1           -         result               -          cm       26      295        1      268      +    5'    2 0.47   0.0  218.2   2.6e-54 !   Porcine epidemic diarrhea virus isolate PEDV_GER_L00999-K06_15-07_2015 genome assembly, complete genome: monopartite
KY983587.1           -         result               -          cm        1      295        1      292      +    no    1 0.40   1.3  217.6   3.6e-54 !   Human coronavirus 229E strain SC3112, complete genome
KP641662.1           -         result               -          cm       30      295        1      265      +    5'    2 0.48   0.0  217.5   3.8e-54 !   Porcine epidemic diarrhea virus strain OH8593-14, complete genome
KU982981.1           -         result               -          cm       32      295        1      263      +    5'    2 0.48   0.0  217.0   5.1e-54 !   Porcine epidemic diarrhea virus strain PEDV/USA/Minnesota124/2015, complete genome
KU982980.1           -         result               -          cm       32      295        1      263      +    5'    2 0.48   0.0  217.0   5.1e-54 !   Porcine epidemic diarrhea virus strain PEDV/USA/Minnesota125/2015, complete genome
KU982979.1           -         result               -          cm       32      295        1      263      +    5'    2 0.48   0.0  217.0   5.1e-54 !   Porcine epidemic diarrhea virus strain PEDV/USA/Minnesota131/2015, complete genome
KU982978.1           -         result               -          cm       32      295        1      263      +    5'    2 0.48   0.0  217.0   5.1e-54 !   Porcine epidemic diarrhea virus strain PEDV/USA/Nebraska108/2015, complete genome
KU982977.1           -         result               -          cm       32      295        1      263      +    5'    2 0.48   0.0  217.0   5.1e-54 !   Porcine epidemic diarrhea virus strain PEDV/USA/Texas132/2015, complete genome
KU982976.1           -         result               -          cm       32      295        1      263      +    5'    2 0.48   0.0  217.0   5.1e-54 !   Porcine epidemic diarrhea virus strain PEDV/USA/Texas128/2015, complete genome
KU982975.1           -         result               -          cm       32      295        1      263      +    5'    2 0.48   0.0  217.0   5.1e-54 !   Porcine epidemic diarrhea virus strain PEDV/USA/Missouri130/2015, complete genome
KU982974.1           -         result               -          cm       32      295        1      263      +    5'    2 0.48   0.0  217.0   5.1e-54 !   Porcine epidemic diarrhea virus strain PEDV/USA/Minnesota123/2015, complete genome
KU982973.1           -         result               -          cm       32      295        1      263      +    5'    2 0.48   0.0  217.0   5.1e-54 !   Porcine epidemic diarrhea virus strain PEDV/USA/Minnesota135/2015, complete genome
KU982972.1           -         result               -          cm       32      295        1      263      +    5'    2 0.48   0.0  217.0   5.1e-54 !   Porcine epidemic diarrhea virus strain PEDV/USA/Minnesota129/2015, complete genome
KU982970.1           -         result               -          cm       32      295        1      263      +    5'    2 0.48   0.0  217.0   5.1e-54 !   Porcine epidemic diarrhea virus strain PEDV/USA/NorthDakota93/2015, complete genome
KU982969.1           -         result               -          cm       32      295        1      263      +    5'    2 0.48   0.0  217.0   5.1e-54 !   Porcine epidemic diarrhea virus strain PEDV/USA/Iowa127/2015, complete genome
KU982966.1           -         result               -          cm       32      295        1      263      +    5'    2 0.48   0.0  217.0   5.1e-54 !   Porcine epidemic diarrhea virus strain PEDV/USA/Texas134/2015, complete genome
MH687942.1           -         result               -          cm       30      295        1      264      +    5'    2 0.46   0.0  216.8   5.8e-54 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_47_c2, complete genome
